fid,mslink,miejscowosc,kod,poczta,przedr,przedrostek,ulica,ulica_pelna,nr_adr,nr_adr2,dzialka_id,budynek_id,kat,just,teryt_numer,field_2
2396,117946,Słupsk,76-200,Słupsk,ul.,ulica,Kopernika,Mikołaja Kopernika,4-5,,,,290,uc,09282--4-5,3
2397,117948,Słupsk,76-200,Słupsk,ul.,ulica,Filmowa,Filmowa,4,,,,106,uc,05009--4,6
2399,117961,Słupsk,76-200,Słupsk,ul.,ulica,Murarska,Murarska,6,,,,235,uc,13486--6,15
2400,117963,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,20,,,,225,uc,16116--20,2
2401,117964,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,21-22,,,,224,uc,16116--21-22,11
2402,117967,Słupsk,76-200,Słupsk,ul.,ulica,Bema,Józefa Bema,11,,,,28,uc,01015--11,4
2403,117968,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,16,,,,54,uc,16116--16,6
2404,117969,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,23,,,,227,uc,16116--23,8
2405,117971,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,15,,,,54,uc,16116--15,3
2406,117974,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,24,,,,225,uc,16116--24,5
2407,117975,Słupsk,76-200,Słupsk,ul.,ulica,Nowobramska,Nowobramska,2,,,,23,uc,14411--2,94
2408,117977,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,14,,,,52,uc,16116--14,4
2409,117978,Słupsk,76-200,Słupsk,ul.,ulica,Murarska,Murarska,9,,,,229,uc,13486--9,12
2410,117979,Słupsk,76-200,Słupsk,ul.,ulica,Bema,Józefa Bema,8,,,,27,uc,01015--8,6
2411,117983,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,13,,,,54,uc,16116--13,4
2412,117986,Słupsk,76-200,Słupsk,ul.,ulica,Waryńskiego,Ludwika Waryńskiego,1,,,,113,uc,23707--1,11
2413,117987,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,12,,,,32,uc,16116--12,27
2414,117988,Słupsk,76-200,Słupsk,ul.,ulica,Bema,Józefa Bema,7,,,,26,uc,01015--7,12
2415,117996,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,8,,,,315,uc,06163--8,32
2416,117997,Słupsk,76-200,Słupsk,ul.,ulica,Bema,Józefa Bema,5,,,,29,uc,01015--5,8
2419,118003,Słupsk,76-200,Słupsk,ul.,ulica,Murarska,Murarska,11,,,,235,uc,13486--11,36
2421,118005,Słupsk,76-200,Słupsk,ul.,ulica,Murarska,Murarska,14,,,,55,uc,13486--14,19
2422,118007,Słupsk,76-200,Słupsk,ul.,ulica,Bema,Józefa Bema,4,,,,31,uc,01015--4,21
2423,118012,Słupsk,76-200,Słupsk,ul.,ulica,Wandy,Wandy,7,,,,85,uc,23611--7,10
2424,118014,Słupsk,76-200,Słupsk,ul.,ulica,Wandy,Wandy,8,,,,87,uc,23611--8,6
2425,118015,Słupsk,76-200,Słupsk,ul.,ulica,Wandy,Wandy,9,,,,87,uc,23611--9,3
2426,118016,Słupsk,76-200,Słupsk,ul.,ulica,Wandy,Wandy,4,,,,108,uc,23611--4,4
2427,118018,Słupsk,76-200,Słupsk,ul.,ulica,Wandy,Wandy,5,,,,91,uc,23611--5,4
2428,118020,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,7,,,,315,uc,06163--7,31
2429,118021,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,10,,,,137,uc,06163--10,15
2430,118023,Słupsk,76-200,Słupsk,ul.,ulica,Piekiełko,Piekiełko,1,,,,29,uc,16116--1,46
2431,118026,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,11,,,,113,uc,06163--11,15
2433,118033,Słupsk,76-200,Słupsk,pl.,plac,Stary Rynek,Stary Rynek,4,,,,115,uc,21030--4,9
2435,118035,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,12,,,,113,uc,06163--12,42
2437,118038,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,5,,,,311,uc,06163--5,13
2441,118046,Słupsk,76-200,Słupsk,ul.,ulica,Grodzka,Grodzka,1,,,,291,uc,06163--1,117
2442,118049,Słupsk,76-200,Słupsk,pl.,plac,Stary Rynek,Stary Rynek,1,,,,291,uc,21030--1,30
2443,118051,Słupsk,76-200,Słupsk,ul.,ulica,Szarych Szeregów,Szarych Szeregów,3,,,,109,uc,21787--3,19
2444,118054,Słupsk,76-200,Słupsk,ul.,ulica,Szarych Szeregów,Szarych Szeregów,4,,,,109,uc,21787--4,56
2445,118057,Słupsk,76-200,Słupsk,ul.,ulica,Szarych Szeregów,Szarych Szeregów,5,,,,109,uc,21787--5,40
2446,118058,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,6,,,,197,uc,08435--6,11
2447,118060,Słupsk,76-200,Słupsk,ul.,ulica,Szarych Szeregów,Szarych Szeregów,7,,,,109,uc,21787--7,22
2449,118068,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,8,,,,198,uc,08435--8,7
2450,118070,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,33,,,,108,uc,15733--33,30
2458,118085,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,10,,,,198,uc,08435--10,6
2466,118099,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,29,,,,39,uc,16742--29,28
2467,118100,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,29,,,,288,uc,15733--29,16
2469,118103,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,26,,,,15,uc,03851--26,17
2470,118104,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,28,,,,290,uc,15733--28,16
2471,118105,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,1,,,,222,uc,16742--1,17
2473,118107,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,12,,,,195,uc,08435--12,29
2476,118115,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,27,,,,18,uc,16742--27,21
2478,118121,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,26,,,,286,uc,15733--26,9
2479,118122,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,2,,,,193,uc,16742--2,18
2481,118126,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,13,,,,196,uc,08435--13,15
2483,118128,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,3,,,,195,uc,03851--3,10
2484,118129,Słupsk,76-200,Słupsk,ul.,ulica,Żwirki i Wigury,Żwirki i Wigury,2,,,,285,uc,26608--2,17
2485,118130,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,26,,,,12,uc,16742--26,13
2490,118137,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,22,,,,289,uc,15733--22,15
2491,118138,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,14,,,,196,uc,08435--14,7
2492,118139,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,3,,,,193,uc,16742--3,14
2496,118143,Słupsk,76-200,Słupsk,ul.,ulica,Partyzantów,Partyzantów,21,,,,289,uc,15733--21,15
2498,118145,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,37,,,,15,uc,00432--37,28
2500,118147,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,4,,,,198,uc,03851--4,6
2502,118150,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,15,,,,195,uc,08435--15,13
2503,118153,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,4,,,,193,uc,16742--4,11
2505,118155,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,23,,,,16,uc,03851--23,2
2507,118159,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,36,,,,15,uc,00432--36,11
2508,118161,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,17,,,,195,uc,08435--17,15
2510,118163,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,23,,,,14,uc,16742--23,16
2516,118175,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,18,,,,196,uc,08435--18,16
2518,118181,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,21,,,,15,uc,03851--21,6
2519,118183,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,22,,,,13,uc,16742--22,16
2525,118193,Słupsk,76-200,Słupsk,ul.,ulica,Słowiańska,Słowiańska,6,,,,286,uc,20294--6,61
2533,118211,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,33,,,,12,uc,08435--33,4
2534,118212,Słupsk,76-200,Słupsk,ul.,ulica,Słowiańska,Słowiańska,5,,,,288,uc,20294--5,80
2537,118215,Słupsk,76-200,Słupsk,ul.,ulica,Słowiańska,Słowiańska,2,,,,288,uc,20294--2,78
2541,118219,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,10,,,,192,uc,16742--10,23
2543,118222,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,11,,,,197,uc,03851--11,7
2546,118225,Słupsk,76-200,Słupsk,ul.,ulica,Słowiańska,Słowiańska,1,,,,288,uc,20294--1,32
2549,118231,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,12,,,,196,uc,03851--12,8
2551,118233,Słupsk,76-200,Słupsk,ul.,ulica,Armii Krajowej,Armii Krajowej,31,,,,14,uc,00432--31,28
2558,118243,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,20,,,,14,uc,16742--20,31
2560,118246,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,30,,,,16,uc,08435--30,7
2561,118247,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,14,,,,46,uc,03851--14,19
2562,118248,Słupsk,76-200,Słupsk,ul.,ulica,Długosza,Jana Długosza,13,,,,196,uc,03851--13,9
2565,118253,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,22,,,,195,uc,08435--22,14
2567,118255,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,19,,,,14,uc,16742--19,32
2577,118267,Słupsk,76-200,Słupsk,ul.,ulica,Kilińskiego,Jana Kilińskiego,23,,,,197,uc,08435--23,20
2584,118278,Słupsk,76-200,Słupsk,ul.,ulica,Podgórna,Podgórna,13,,,,192,uc,16742--13,8
2587,118281,Słupsk,76-200,Słupsk,ul.,ulica,Kaszubska,Kaszubska,15,,,,107,uc,08183--15,7
2589,118285,Słupsk,76-200,Słupsk,ul.,ulica,Kaszubska,Kaszubska,17,,,,99,uc,08183--17,4
